LoginID,ClientID,orderId,OrderReferenceID,TWSAPI,exchangeOrderId,variety,exchange,brokerToken,transactionType,orderType,productType,TimeInForce,price,orderQuantity,triggerPrice,orderStatus,tradedPrice,pendingQuantity,CumulativeQuantity,OrderDisclosedQuantity,orderTimestamp,exchangeTimestamp,symbol,lastUpdateTimestamp,OrderExpiryDate,message,orderTag,OrderLegStatus,BoLegDetails,IsSpread,BoEntryOrderId,MessageCode,MessageVersion,TokenID,ApplicationType,SequenceNumber,parentOrderId,filledQuantity,amount,date
KB311,KB311,1100026660,,TWSAPI,1000000002524540.0,NORMAL,NSEFO,54025,SELL,Limit,MIS,DAY,65.15,50,0.0,Filled,74.05,0,50,0,2023-04-19 09:20:23,19-04-2023 09:21:08,NIFTY 20APR2023 CE 17600,2023-04-19 09:21:07,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,3702.5,2023-04-19
KB311,KB311,1100026667,,TWSAPI,1100000003078405.0,NORMAL,NSEFO,54030,BUY,Limit,MIS,DAY,68.9,50,0.0,Filled,68.9,0,50,0,2023-04-19 09:20:23,19-04-2023 11:36:26,NIFTY 20APR2023 PE 17700,2023-04-19 11:36:24,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,3445.0000000000005,2023-04-19
KB311,KB311,1100026668,,TWSAPI,1100000003078533.0,NORMAL,NSEFO,54030,BUY,Limit,MIS,DAY,68.9,50,0.0,Filled,68.9,0,50,0,2023-04-19 09:20:23,19-04-2023 11:36:26,NIFTY 20APR2023 PE 17700,2023-04-19 11:36:24,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,3445.0000000000005,2023-04-19
KB311,KB311,1100026669,,TWSAPI,1100000003078555.0,NORMAL,NSEFO,54030,BUY,Limit,MIS,DAY,124.75,50,0.0,Filled,103.75,0,50,0,2023-04-19 09:20:23,19-04-2023 15:00:25,NIFTY 20APR2023 PE 17700,2023-04-19 15:00:24,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,5187.5,2023-04-19
KB311,KB311,1100026821,,TWSAPI,1100000003151848.0,NORMAL,NSEFO,53992,BUY,Limit,MIS,DAY,1.3,50,0.0,Filled,1.1,0,50,0,2023-04-19 09:20:29,19-04-2023 09:20:31,NIFTY 20APR2023 PE 16900,2023-04-19 09:20:29,01-01-1980 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,55.00000000000001,2023-04-19
KB311,KB311,1100026840,,TWSAPI,1000000002586301.0,NORMAL,NSEFO,54057,BUY,Limit,MIS,DAY,1.25,50,0.0,Filled,1.1,0,50,0,2023-04-19 09:20:30,19-04-2023 09:20:32,NIFTY 20APR2023 CE 18400,2023-04-19 09:20:30,01-01-1980 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,55.00000000000001,2023-04-19
KB311,KB311,1100026841,,TWSAPI,1100000003156988.0,NORMAL,NSEFO,53992,BUY,Limit,MIS,DAY,1.3,50,0.0,Filled,1.1,0,50,0,2023-04-19 09:20:30,19-04-2023 09:20:32,NIFTY 20APR2023 PE 16900,2023-04-19 09:20:30,01-01-1980 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,55.00000000000001,2023-04-19
KB311,KB311,1100026842,,TWSAPI,1100000003157363.0,NORMAL,NSEFO,53992,BUY,Limit,MIS,DAY,1.3,50,0.0,Filled,1.1,0,50,0,2023-04-19 09:20:30,19-04-2023 09:20:32,NIFTY 20APR2023 PE 16900,2023-04-19 09:20:30,01-01-1980 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,55.00000000000001,2023-04-19
KB311,KB311,1100026843,,TWSAPI,1000000002586565.0,NORMAL,NSEFO,54057,BUY,Limit,MIS,DAY,1.25,50,0.0,Filled,1.1,0,50,0,2023-04-19 09:20:30,19-04-2023 09:20:32,NIFTY 20APR2023 CE 18400,2023-04-19 09:20:30,01-01-1980 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,55.00000000000001,2023-04-19
KB311,KB311,1100026844,,TWSAPI,1000000002586607.0,NORMAL,NSEFO,54057,BUY,Limit,MIS,DAY,1.25,50,0.0,Filled,1.1,0,50,0,2023-04-19 09:20:30,19-04-2023 09:20:32,NIFTY 20APR2023 CE 18400,2023-04-19 09:20:30,01-01-1980 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,55.00000000000001,2023-04-19
KB311,KB311,1100026890,,TWSAPI,1100000003172058.0,NORMAL,NSEFO,54030,SELL,Limit,MIS,DAY,83.55,50,0.0,Filled,89.7,0,50,0,2023-04-19 09:20:31,19-04-2023 09:20:33,NIFTY 20APR2023 PE 17700,2023-04-19 09:20:31,01-01-1980 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,4485.0,2023-04-19
KB311,KB311,1100026898,,TWSAPI,1100000003176427.0,NORMAL,NSEFO,54030,BUY,Limit,MIS,DAY,105.15,50,0.0,Filled,105.15,0,50,0,2023-04-19 09:20:32,19-04-2023 15:00:36,NIFTY 20APR2023 PE 17700,2023-04-19 15:00:34,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,5257.5,2023-04-19
KB311,KB311,1100026930,,TWSAPI,1000000002608360.0,NORMAL,NSEFO,54025,SELL,Limit,MIS,DAY,66.5,50,0.0,Filled,75.3,0,50,0,2023-04-19 09:20:33,19-04-2023 09:21:05,NIFTY 20APR2023 CE 17600,2023-04-19 09:21:04,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,3765.0,2023-04-19
KB311,KB311,1100026931,,TWSAPI,1000000002608374.0,NORMAL,NSEFO,54025,SELL,Limit,MIS,DAY,66.5,50,0.0,Filled,75.3,0,50,0,2023-04-19 09:20:33,19-04-2023 09:21:05,NIFTY 20APR2023 CE 17600,2023-04-19 09:21:04,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,3765.0,2023-04-19
KB311,KB311,1100026933,,TWSAPI,1100000003188864.0,NORMAL,NSEFO,54030,SELL,Limit,MIS,DAY,83.85,50,0.0,Filled,90.45,0,50,0,2023-04-19 09:20:33,19-04-2023 09:20:34,NIFTY 20APR2023 PE 17700,2023-04-19 09:20:33,01-01-1980 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,4522.5,2023-04-19
KB311,KB311,1100026934,,TWSAPI,1000000002608427.0,NORMAL,NSEFO,54025,SELL,Limit,MIS,DAY,66.5,50,0.0,Filled,75.3,0,50,0,2023-04-19 09:20:33,19-04-2023 09:21:05,NIFTY 20APR2023 CE 17600,2023-04-19 09:21:04,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,3765.0,2023-04-19
KB311,KB311,1100026936,,TWSAPI,1100000003189065.0,NORMAL,NSEFO,54030,SELL,Limit,MIS,DAY,83.85,50,0.0,Filled,90.4,0,50,0,2023-04-19 09:20:33,19-04-2023 09:20:34,NIFTY 20APR2023 PE 17700,2023-04-19 09:20:33,01-01-1980 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,4520.0,2023-04-19
KB311,KB311,1100026978,,TWSAPI,1100000003197895.0,NORMAL,NSEFO,54030,BUY,Limit,MIS,DAY,69.45,50,0.0,Filled,69.45,0,50,0,2023-04-19 09:20:33,19-04-2023 11:36:31,NIFTY 20APR2023 PE 17700,2023-04-19 11:36:29,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,3472.5,2023-04-19
KB311,KB311,1100026979,,TWSAPI,1100000003198492.0,NORMAL,NSEFO,54030,BUY,Limit,MIS,DAY,69.45,50,0.0,Filled,69.45,0,50,0,2023-04-19 09:20:33,19-04-2023 11:36:31,NIFTY 20APR2023 PE 17700,2023-04-19 11:36:30,01-01-0001 00:00:00,,IFNF,SingleOrderLeg,0,False,,9004,4,0,0,0,,50,3472.5,2023-04-19
KB311,KB311,1100027033,,TWSAPI,1800000004029469.0,NORMAL,NSEFO,52765,BUY,Limit,MIS,DAY,5.5,25,0.0,Filled,4.65,0,25,0,2023-04-19 09:20:35,19-04-2023 09:20:37,BANKNIFTY 20APR2023 PE 40500,2023-04-19 09:20:35,01-01-1980 00:00:00,,IF,SingleOrderLeg,0,False,,9004,4,0,0,0,,25,116.25000000000001,2023-04-19
KB311,KB311,1100027038,,TWSAPI,1800000004029962.0,NORMAL,NSEFO,52765,BUY,Limit,MIS,DAY,5.5,25,0.0,Filled,4.65,0,25,0,2023-04-19 09:20:35,19-04-2023 09:20:37,BANKNIFTY 20APR2023 PE 40500,2023-04-19 09:20:35,01-01-1980 00:00:00,,IF,SingleOrderLeg,0,False,,9004,4,0,0,0,,25,116.25000000000001,2023-04-19
KB311,KB311,1100027039,,TWSAPI,1800000004029964.0,NORMAL,NSEFO,52765,BUY,Limit,MIS,DAY,5.5,25,0.0,Filled,4.65,0,25,0,2023-04-19 09:20:35,19-04-2023 09:20:37,BANKNIFTY 20APR2023 PE 40500,2023-04-19 09:20:35,01-01-1980 00:00:00,,IF,SingleOrderLeg,0,False,,9004,4,0,0,0,,25,116.25000000000001,2023-04-19
